"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"o2oe","688","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",381,986799,"0.0-12.0-1.109","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","317","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",383,988631,"0.0-12.0-1.110","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","1199","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",387,993327,"0.0-12.0-1.112","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","276","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",389,995239,"0.0-12.0-1.113","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","219","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",395,1000182,"0.0-12.0-1.116","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","521","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",399,1004448,"0.0-12.0-1.118","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","3040.6000000089","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",165,1398353,"0.0-12.0-1.0","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"pfem","1847.200000003","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",167,1401719,"0.0-12.0-1.1","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","844.09999999404","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",171,1406587,"0.0-12.0-1.3","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","3969.599999994","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",173,1412191,"0.0-12.0-1.4","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","2584.900000006","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",179,1422927,"0.0-12.0-1.7","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"pfem","2114.1000000089","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",181,1426336,"0.0-12.0-1.8","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"pfem","745.80000001192","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",183,1428720,"0.0-12.0-1.9","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","1955.8999999911","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",185,1431917,"0.0-12.0-1.10","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"pfem","664.60000000894","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",189,1436886,"0.0-12.0-1.12","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"pfem","3335.099999994","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",191,1441687,"0.0-12.0-1.13","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"pfem","691.60000000894","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",197,1453349,"0.0-12.0-1.16","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","2808.8999999911","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",199,1457520,"0.0-12.0-1.17","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","4118.099999994","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",201,1462880,"0.0-12.0-1.18","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"pfem","3631.6000000089","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",203,1467808,"0.0-12.0-1.19","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"pfem","2632.900000006","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",205,1471965,"0.0-12.0-1.20","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","2754.299999997","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",209,1479257,"0.0-12.0-1.22","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"pfem","1996.200000003","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",211,1482618,"0.0-12.0-1.23","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","436","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",217,1491978,"0.0-12.0-1.26","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","1442.799999997","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",223,1502359,"0.0-12.0-1.29","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","3826.8000000119","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",225,1507509,"0.0-12.0-1.30","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schiff.wav","schiff","schief_schiff","schief","schiff",0,"i/I","ns"
"pfem","293.70000000298","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",227,1509438,"0.0-12.0-1.31","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","811","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",229,1511584,"0.0-12.0-1.32","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"pfem","2005.799999997","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",233,1518287,"0.0-12.0-1.34","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"pfem","1167","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",235,1520829,"0.0-12.0-1.35","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","1332.8999999911","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",237,1523574,"0.0-12.0-1.36","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"pfem","536.5","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",239,1525618,"0.0-12.0-1.37","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","2132.3999999911","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",241,1528983,"0.0-12.0-1.38","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"pfem","3312.200000003","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",247,1537853,"0.0-12.0-1.41","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"pfem","524.10000000894","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",249,1540016,"0.0-12.0-1.42","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","1399.700000003","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",253,1548421,"0.0-12.0-1.44","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"pfem","597.20000000298","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",255,1550488,"0.0-12.0-1.45","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"pfem","1364.799999997","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",257,1553156,"0.0-12.0-1.46","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"pfem","446.5","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",259,1554838,"0.0-12.0-1.47","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"pfem","1537.5","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",263,1560260,"0.0-12.0-1.49","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","1935.099999994","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",265,1563427,"0.0-12.0-1.50","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"pfem","4224","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",271,1573157,"0.0-12.0-1.53","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"pfem","58.09999999404","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",277,1579550,"0.0-12.0-1.56","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","NULL","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",281,1587893,"0.0-12.0-1.58","NULL","NULL","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"pfem","680.40000000596","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",287,1594952,"0.0-12.0-1.61","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"pfem","315","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",291,1600967,"0.0-12.0-1.63","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","355.20000000298","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",295,1606269,"0.0-12.0-1.65","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","449.39999999106","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",299,1610022,"0.0-12.0-1.67","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"pfem","1124.599999994","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",301,1612588,"0.0-12.0-1.68","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"pfem","642.5","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",303,1614544,"0.0-12.0-1.69","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"pfem","1134.5","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",307,1619337,"0.0-12.0-1.71","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"pfem","390.79999999702","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",317,1630013,"0.0-12.0-1.76","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"pfem","871.19999998808","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",321,1634213,"0.0-12.0-1.78","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"pfem","48.79999999702","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",327,1639591,"0.0-12.0-1.81","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"pfem","389.40000000596","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",329,1641633,"0.0-12.0-1.82","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"pfem","880.39999999106","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",333,1646093,"0.0-12.0-1.84","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"pfem","292.20000000298","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",339,1651185,"0.0-12.0-1.87","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"pfem","373.40000000596","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",343,1654573,"0.0-12.0-1.89","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"pfem","1749.799999997","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",345,1657563,"0.0-12.0-1.90","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"pfem","743.20000000298","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",347,1659645,"0.0-12.0-1.91","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"pfem","379.20000000298","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",349,1661331,"0.0-12.0-1.92","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"pfem","1599.799999997","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",351,1664582,"0.0-12.0-1.93","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","326.89999999106","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",353,1666549,"0.0-12.0-1.94","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"pfem","NULL","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",359,1676825,"0.0-12.0-1.97","NULL","NULL","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"pfem","507","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",361,1678659,"0.0-12.0-1.98","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"pfem","566.69999998808","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",363,1680590,"0.0-12.0-1.99","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","268.79999999702","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",365,1682192,"0.0-12.0-1.100","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"pfem","294","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",367,1683857,"0.0-12.0-1.101","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"pfem","340.60000000894","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",375,1690912,"0.0-12.0-1.105","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"pfem","547.09999999404","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",379,1694310,"0.0-12.0-1.107","NULL","81","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"pfem","861","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",381,1696413,"0.0-12.0-1.108","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"pfem","607.5","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",385,1700179,"0.0-12.0-1.110","NULL","80","Nein","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
