"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"n6v7","1026.1000000015","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",362,1251041,"0.0-12.0-1.99","NULL","81","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"n6v7","426.70000000298","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",364,1252987,"0.0-12.0-1.100","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"n6v7","2477.799999997","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",368,1259564,"0.0-12.0-1.102","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"n6v7","1196.799999997","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",370,1262195,"0.0-12.0-1.103","NULL","81","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"n6v7","1970.700000003","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",372,1265530,"0.0-12.0-1.104","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"n6v7","976","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",374,1267810,"0.0-12.0-1.105","NULL","81","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"n6v7","1618","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",380,1275450,"0.0-12.0-1.108","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"n6v7","2278.1000000015","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",382,1279019,"0.0-12.0-1.109","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","mitte.wav","mitte","miete_mitte","mitte","miete",0,"i/I","ns"
"n6v7","335.09999999404","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",384,1280996,"0.0-12.0-1.110","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"n6v7","150.10000000149","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",390,1287850,"0.0-12.0-1.113","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"n6v7","732.80000000447","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",394,1292226,"0.0-12.0-1.115","NULL","81","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"n6v7","77.80000000447","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",400,1297421,"0.0-12.0-1.118","NULL","80","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"n6v7","755.60000000149","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",402,1299487,"0.0-12.0-1.119","NULL","81","Nein","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","691","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",165,762414,"0.0-12.0-1.1","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"o2oe","1068","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",169,766925,"0.0-12.0-1.3","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"o2oe","646","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",173,770798,"0.0-12.0-1.5","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","774","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",177,774958,"0.0-12.0-1.7","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","1334","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",179,777654,"0.0-12.0-1.8","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"o2oe","626","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",185,783462,"0.0-12.0-1.11","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","443","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",189,787789,"0.0-12.0-1.13","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","419","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",191,789725,"0.0-12.0-1.14","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"o2oe","1709","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",203,802750,"0.0-12.0-1.20","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","699","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",205,804686,"0.0-12.0-1.21","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","281","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",211,810374,"0.0-12.0-1.24","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","1588","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",217,816853,"0.0-12.0-1.27","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","684","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",219,819174,"0.0-12.0-1.28","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","620","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",221,821103,"0.0-12.0-1.29","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","877","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",223,823213,"0.0-12.0-1.30","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","940","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",225,825454,"0.0-12.0-1.31","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","1069","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",229,830118,"0.0-12.0-1.33","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","617","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",231,832374,"0.0-12.0-1.34","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","798","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",243,846390,"0.0-12.0-1.40","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","502","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",245,848198,"0.0-12.0-1.41","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","706","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",247,850302,"0.0-12.0-1.42","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","551","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",249,852150,"0.0-12.0-1.43","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","430","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",251,854199,"0.0-12.0-1.44","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","804","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",255,858606,"0.0-12.0-1.46","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","823","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",257,860662,"0.0-12.0-1.47","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"o2oe","215","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",261,864310,"0.0-12.0-1.49","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","701","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",263,866246,"0.0-12.0-1.50","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","226","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",269,872103,"0.0-12.0-1.53","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","142","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",271,873862,"0.0-12.0-1.54","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","761","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",275,877894,"0.0-12.0-1.56","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"o2oe","962","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",277,880318,"0.0-12.0-1.57","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","869","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",281,884422,"0.0-12.0-1.59","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"o2oe","116","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",283,886158,"0.0-12.0-1.60","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","730","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",287,890102,"0.0-12.0-1.62","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","762","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",291,893742,"0.0-12.0-1.64","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"o2oe","944","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",297,899670,"0.0-12.0-1.67","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"o2oe","797","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",299,901702,"0.0-12.0-1.68","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"o2oe","1155","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",301,904190,"0.0-12.0-1.69","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","898","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",303,906519,"0.0-12.0-1.70","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"o2oe","732","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",305,908871,"0.0-12.0-1.71","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","567","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",307,910742,"0.0-12.0-1.72","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","526","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",311,914782,"0.0-12.0-1.74","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"o2oe","640","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",317,920486,"0.0-12.0-1.77","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","790","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",319,922511,"0.0-12.0-1.78","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","490","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",323,926551,"0.0-12.0-1.80","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","884","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",325,928830,"0.0-12.0-1.81","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","553","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",327,930718,"0.0-12.0-1.82","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","295","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",331,934607,"0.0-12.0-1.84","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"o2oe","1458","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",333,937463,"0.0-12.0-1.85","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","miete.wav","miete","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","952","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",335,939774,"0.0-12.0-1.86","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"o2oe","853","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",339,943550,"0.0-12.0-1.88","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"o2oe","347","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",341,945414,"0.0-12.0-1.89","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","147","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",343,947199,"0.0-12.0-1.90","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","25","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",345,948863,"0.0-12.0-1.91","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"o2oe","299","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",347,950783,"0.0-12.0-1.92","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","424","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",349,952567,"0.0-12.0-1.93","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"o2oe","546","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",353,957031,"0.0-12.0-1.95","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","213","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",355,958759,"0.0-12.0-1.96","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"o2oe","717","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",359,962711,"0.0-12.0-1.98","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"o2oe","618","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",361,964687,"0.0-12.0-1.99","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"o2oe","754","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",363,966679,"0.0-12.0-1.100","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tier.wav","tier","tier_tour","tier","tour",1,"i/u","ns"
"o2oe","479","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",367,970223,"0.0-12.0-1.102","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"o2oe","1226","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",369,972911,"0.0-12.0-1.103","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","schief.wav","schief","schief_schiff","schief","schiff",1,"i/I","ns"
"o2oe","612","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",373,977479,"0.0-12.0-1.105","NULL","81","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"o2oe","812","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",377,981855,"0.0-12.0-1.107","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"o2oe","1499","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",379,984592,"0.0-12.0-1.108","NULL","80","Nein","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
